"WINDOW","start_time","end_time","hr_mean","hr_sd","hr_min","hr_max","hr_range","acc_mean","acc_sd","acc_min","acc_max","acc_range","eda_mean","eda_sd","eda_min","eda_max","eda_range","temp_mean","temp_sd","temp_min","temp_max","temp_range","src","stress"
13089,2020-06-29 14:25:31,2020-06-29 14:26:30,93.140625,0.507036734369414,92.37,94,1.63,67.0495862112665,15.0273908011829,19.131126469709,146.458185158768,127.327058689059,2.98680981967213,0.220554329415264,2.469707,3.4792,1.009493,29.117868852459,0.058796676609549,29.03,29.23,0.199999999999999,"6B_1593427701",2
13090,2020-06-29 14:26:31,2020-06-29 14:27:30,72.19875,1.92480951438491,69.75,75.82,6.06999999999999,65.3756759495892,9.63998813305347,17.7200451466693,110.059075046086,92.3390298994167,3.00911545901639,0.382323854887083,2.207466,3.586356,1.37889,29.3267213114754,0.0290242032032706,29.29,29.39,0.100000000000001,"6B_1593427701",2
13091,2020-06-29 14:27:31,2020-06-29 14:28:30,76.349375,0.548032465583321,75.33,77.33,2,63.8746049915228,0.606830361567298,61.4328902136307,67.483331275212,6.05044106158127,3.79820685245902,0.189673553623661,3.33625,4.318439,0.982189,29.8224590163934,0.0179495345998091,29.79,29.85,0.0600000000000023,"6B_1593427701",2
13092,2020-06-29 14:28:31,2020-06-29 14:29:30,78.7275,0.735948367754152,77.4,79.43,2.03,70.5532884914563,22.0606316651256,14.0356688476182,182.759404682769,168.72373583515,3.24541562295082,0.574803245202831,1.805371,4.127636,2.322265,29.873606557377,0.130205386305448,28.97,29.97,1,"6B_1593427701",2
13093,2020-06-29 14:29:31,2020-06-29 14:30:30,92.36,1.32360618513716,90.45,94.35,3.89999999999999,64.7241659740671,5.45288628473551,42.8018691180654,106.17909398747,63.3772248694047,2.79964019672131,0.206173040681755,2.461017,3.190663,0.729646,29.6886885245902,0.0416123142765886,29.61,29.75,0.140000000000001,"6B_1593427701",2
13094,2020-06-29 14:30:31,2020-06-29 14:31:30,93.2075,0.417524450381851,92.5,93.67,1.17,64.9422467125554,8.80065204925729,34.5687720348872,111.731821787707,77.1630497528202,2.69946886885246,0.154414595939468,2.350889,3.063887,0.712998,29.6427868852459,0.0282919981349848,29.59,29.69,0.100000000000001,"6B_1593427701",2
13095,2020-06-29 14:31:31,2020-06-29 14:32:30,104.2525,0.11156462999834,104.1,104.42,0.320000000000007,64.0119951568222,7.09377852074571,29.6310647800581,142.891567280928,113.26050250087,3.56955275409836,0.133825870565779,3.312727,3.850562,0.537835,29.6096721311475,0.0413911106847332,29.53,29.67,0.140000000000001,"6B_1593427701",2
13096,2020-06-29 14:32:31,2020-06-29 14:33:30,85.16875,1.19326931858096,83.28,86.93,3.65000000000001,64.6190684229004,8.76164155938685,42.731721238443,167.84814565553,125.116424417087,3.79553975409836,0.138441819368361,3.437414,4.093061,0.655647,29.5270491803279,0.0434873262110195,29.43,29.59,0.16,"6B_1593427701",2
13097,2020-06-29 14:33:31,2020-06-29 14:34:30,76.108125,0.563136676719486,75.52,77.33,1.81,63.1158399460374,7.57599687374534,36.7287353444139,154.673850407882,117.945115063469,4.45764532786885,0.233204170618203,3.97964,4.767184,0.787544,29.5480327868852,0.0192197530448185,29.51,29.59,0.0799999999999983,"6B_1593427701",2
13098,2020-06-29 14:34:31,2020-06-29 14:35:30,78.256875,0.658996396044775,77.07,79.37,2.30000000000001,65.7693926975729,17.2437270838656,24.4131112314674,158.357191184992,133.944079953524,4.30040942622951,0.174204530521306,3.947626,4.639128,0.691502,29.422131147541,0.0682425760088811,29.29,29.53,0.240000000000002,"6B_1593427701",2
15865,2020-04-22 15:47:04,2020-04-22 15:48:03,98.745,2.33070518656193,95,102.38,7.38,64.2744117965185,3.6155896043387,35.3411940941446,111.022520238013,75.6813261438684,0.796915655737705,0.0363756128745094,0.697437,0.855069,0.157632,32.3932786885246,0.0295928657773783,32.31,32.43,0.119999999999997,"7A_1587556854",2
15866,2020-04-22 15:48:04,2020-04-22 15:49:03,101.811875,3.54822437988355,96.18,107.22,11.04,64.4399772252985,0.345718553178225,63.3166644731069,65.4675492133316,2.15088474022472,0.654767360655738,0.00835590272807749,0.64233,0.671806,0.0294760000000001,32.3332786885246,0.00789964376315282,32.31,32.34,0.0300000000000011,"7A_1587556854",2
15867,2020-04-22 15:49:04,2020-04-22 15:50:03,78.026875,0.325775357160933,77.6,78.58,0.980000000000004,64.8062681387477,3.24839716107524,55.4797260267208,98.4682690007294,42.9885429740086,0.565562016393443,0.0933544983680472,0.406522,0.639767,0.233245,32.333606557377,0.0057829597051028,32.31,32.34,0.0300000000000011,"7A_1587556854",2
15868,2020-04-22 15:50:04,2020-04-22 15:51:03,95.634375,0.435644637290532,94.48,96,1.52,64.7759845804562,8.0178896596446,37.2692903071684,135.162864722527,97.8935744153581,0.688529081967213,0.245098775850424,0.127142,0.925555,0.798413,32.6670491803279,0.01542122588027,32.65,32.71,0.0600000000000023,"7A_1587556854",2
15869,2020-04-22 15:51:04,2020-04-22 15:52:03,75.515625,1.06958539475194,74.08,77.92,3.84,64.4503566318066,3.15960372839903,50.6754378372797,101.316336293808,50.6408984565283,0.716828540983607,0.0345535456142944,0.665398,0.779457,0.114059,32.5281967213115,0.019622113097328,32.5,32.55,0.0499999999999972,"7A_1587556854",2
15870,2020-04-22 15:52:04,2020-04-22 15:53:03,73.986875,1.20536422572875,71.8,75.7,3.90000000000001,64.4229533516969,1.03738671578761,57.4978260458602,74.5721127500086,17.0742867041484,0.328767213114754,0.152113585611226,0.227104,0.669243,0.442139,32.3267213114754,0.0610661202161331,32.25,32.43,0.18,"7A_1587556854",2
15871,2020-04-22 15:53:04,2020-04-22 15:54:03,80.92375,0.500344881057057,80.17,81.62,1.45,66.7492261639016,11.3484697882091,33.9705755029261,124.020159651566,90.0495841486403,0.574827131147541,0.0262138357523118,0.51161,0.610291,0.098681,32.3303278688525,0.00965525989892844,32.31,32.34,0.0300000000000011,"7A_1587556854",2
15872,2020-04-22 15:54:04,2020-04-22 15:55:03,73.49375,0.220903447988784,73.23,73.88,0.649999999999991,63.8262927393348,1.14682063083635,59.4138031100518,76.3806258157132,16.9668227056614,0.317170016393443,0.0332870726661727,0.286055,0.416775,0.13072,32.1683606557377,0.0553528176900641,32.11,32.31,0.200000000000003,"7A_1587556854",2
15873,2020-04-22 15:55:04,2020-04-22 15:56:03,76.829375,0.197331151451902,76.52,77.08,0.560000000000002,65.1115752783429,7.40723321260819,37.7756535350482,129.649527573378,91.8738740383294,0.598861754098361,0.0642523277281728,0.443688,0.792273,0.348585,32.377868852459,0.0212222174539138,32.33,32.41,0.0799999999999983,"7A_1587556854",2
15874,2020-04-22 15:56:04,2020-04-22 15:57:03,90.01875,2.84318571324492,85.73,94.65,8.92,64.9055894826484,6.52226991587763,32.9393381840012,112.111551590369,79.1722134063679,0.578496852459016,0.277500778016257,0.20788,1.313938,1.106058,32.3139344262295,0.0518098667734426,32.21,32.41,0.199999999999996,"7A_1587556854",2
15875,2020-04-22 15:57:04,2020-04-22 15:58:03,94.680625,2.79733794585734,89.9,98.43,8.53,64.3119968256684,2.06718302991296,47.5289385532646,78.7972080723676,31.2682695191031,0.379945639344262,0.0400980290484178,0.270677,0.462911,0.192234,32.0568852459016,0.0573742388070521,31.97,32.13,0.160000000000004,"7A_1587556854",2
15876,2020-04-22 15:58:04,2020-04-22 15:59:03,79.135625,0.344595777687424,78.6,79.58,0.980000000000004,66.123671003549,9.84796129281928,40.3608721412211,141.749779541275,101.388907400054,0.512072606557377,0.109368961073557,0.283492,0.766641,0.483149,32.0859016393443,0.0311649936724067,32.03,32.16,0.129999999999995,"7A_1587556854",2
15877,2020-04-22 15:59:04,2020-04-22 16:00:03,78.470625,0.106612616514181,78.32,78.63,0.310000000000002,68.1086542229222,16.6151033696444,17.1464281994822,142.052807082437,124.906378882955,0.517976147540984,0.16085143245708,0.143802,0.766641,0.622839,32.3231147540984,0.0620628977625808,32.16,32.39,0.230000000000004,"7A_1587556854",2
15878,2020-04-22 16:00:04,2020-04-22 16:01:03,80.143125,0.278513165457819,79.82,80.47,0.650000000000006,65.9870460041245,11.3557432597856,28.7054001888146,123.778027129212,95.0726269403976,0.463730360655738,0.113791593316764,0.170715,0.635922,0.465207,32.2818032786885,0.0715427190966186,32.18,32.41,0.229999999999997,"7A_1587556854",2
15879,2020-04-22 16:01:04,2020-04-22 16:02:03,88.756875,0.441810196804013,87.9,89.45,1.55,67.3006617092872,14.0163348907689,22.8254244210267,138.130373198656,115.304948777629,0.426691114754098,0.177510410817798,0.139957,0.678214,0.538257,32.3873770491803,0.0435852283594749,32.33,32.47,0.140000000000001,"7A_1587556854",2
15880,2020-04-22 16:02:04,2020-04-22 16:03:03,91.508125,0.382452066713376,90.93,92.25,1.31999999999999,66.1963028307125,11.0699297491894,31.9217793990247,155.929471236197,124.007691837172,0.549595081967213,0.0839875344973477,0.264269,0.633359,0.36909,32.2962295081967,0.0269668892302052,32.23,32.34,0.110000000000007,"7A_1587556854",2
15881,2020-04-22 16:03:04,2020-04-22 16:04:03,89.095625,1.04703370687544,87.25,90.52,3.27,69.9001241945067,21.427875083347,16.431676725155,178.877052748529,162.445376023374,0.425605147540984,0.114006853339881,0.183263,1.015265,0.832002,32.4650819672131,0.0312315519317503,32.37,32.5,0.130000000000003,"7A_1587556854",2
15882,2020-04-22 16:04:04,2020-04-22 16:05:03,88.26625,0.501409679470457,87.5,89.13,1.63,71.83467560145,25.7112930106342,9.1104335791443,184.100516023177,174.990082444033,0.659440245901639,0.139269291515713,0.427096,1.021672,0.594576,31.4880327868852,0.106063183561045,31.25,31.61,0.359999999999999,"7A_1587556854",2
15883,2020-04-22 16:05:04,2020-04-22 16:06:03,90.05625,0.432833686304566,89.62,90.95,1.33,67.0999216620001,14.0079476496535,31.5277655408689,151.472769830092,119.945004289223,0.793070967213115,0.0791577355131232,0.673087,0.931963,0.258876,32.0749180327869,0.024941461519572,32.03,32.11,0.0799999999999983,"7A_1587556854",2
15884,2020-04-22 16:06:04,2020-04-22 16:07:03,125.230625,3.73997766258926,119.28,130.88,11.6,64.5195896224335,5.8644495571978,37.9605057922046,104.699570199691,66.7390644074863,0.809185049180328,0.0234830389085585,0.764078,0.857632,0.0935539999999999,31.9752459016393,0.0182214669531159,31.95,32,0.0500000000000007,"7A_1587556854",2
15885,2020-04-22 16:07:04,2020-04-22 16:08:03,111.298125,4.36164375551236,104.22,117.72,13.5,63.9081346971108,0.397659026865689,63.1585306985525,64.5213143077542,1.36278360920164,0.581634147540984,0.0148535878952259,0.555184,0.609009,0.053825,31.9873770491803,0.0112400532834242,31.97,32,0.0300000000000011,"7A_1587556854",2
15886,2020-04-22 16:08:04,2020-04-22 16:09:03,83.57875,1.27321050891045,81.58,85.73,4.15000000000001,63.9662334346263,0.30751514155039,62.201286160336,64.6451854355759,2.44389927523999,0.534321393442623,0.00691777067963056,0.523144,0.553902,0.030758,31.9831147540984,0.00958140275160796,31.97,31.99,0.0199999999999996,"7A_1587556854",2
15887,2020-04-22 16:09:04,2020-04-22 16:10:03,73.5425,0.394858624488986,73.22,74.53,1.31,64.5174268686554,0.34243049521274,63.7102817447859,65.1996932508122,1.48941150602626,0.59272706557377,0.00707894347547442,0.57697,0.606446,0.0294760000000001,32.0814754098361,0.0165162612369123,32.05,32.11,0.0600000000000023,"7A_1587556854",2
15888,2020-04-22 16:10:04,2020-04-22 16:11:03,73.435625,0.893815557036238,71.8,74.62,2.82000000000001,64.3894942301558,2.1644133007266,51.0783711564885,85.9883713068226,34.9100001503341,0.762103442622951,0.0193463359351968,0.717942,0.794836,0.076894,31.8926229508197,0.0123695377634278,31.87,31.91,0.0399999999999991,"7A_1587556854",2
15889,2020-04-22 16:11:04,2020-04-22 16:12:03,75.578125,2.27278454397537,71.83,78.92,7.09,64.7363437169667,5.1963510511298,42.871902220452,120.573628957579,77.7017267371272,0.957051262295082,0.038354708096878,0.842323,1.034488,0.192165,31.8634426229508,0.0119562042334566,31.85,31.89,0.0399999999999991,"7A_1587556854",2
15890,2020-04-22 16:12:04,2020-04-22 16:13:03,123.115,3.20027498818461,117.47,127.52,10.05,67.6048328809575,13.4942997778447,10.1980390271856,149.006711258252,138.808672231066,1.15733496721311,0.122383825784969,0.935877,1.421589,0.485712,31.6591803278689,0.0415650126094544,31.59,31.73,0.140000000000001,"7A_1587556854",2
15891,2020-04-22 16:13:04,2020-04-22 16:14:03,120.49625,1.48307282356599,118.33,122.7,4.37,66.3730708817961,10.9511259968394,27.5136329843952,135.451098186763,107.937465202367,1.1272917704918,0.0281808110614258,1.04481,1.1845,0.13969,31.9486885245902,0.0135984570002217,31.93,31.97,0.0399999999999991,"7A_1587556854",2
15892,2020-04-22 16:14:04,2020-04-22 16:15:03,88.853125,2.03877976168753,86.4,92.97,6.56999999999999,64.6215917616986,6.94936918700182,29.4788059459674,99.4484791236146,69.9696731776472,1.00678281967213,0.0153051095602179,0.980731,1.039683,0.0589519999999999,32.014262295082,0.0186600300458356,31.99,32.05,0.0599999999999987,"7A_1587556854",2
15893,2020-04-22 16:15:04,2020-04-22 16:16:03,87.016875,0.387138541093495,86.62,87.75,1.13,65.7153840575561,10.1626226334094,38.1313519298752,117.209214654821,79.0778627249462,1.13830055737705,0.0675293456697468,0.99611,1.343414,0.347304,32.0634426229508,0.0140101446461314,32.05,32.09,0.0400000000000063,"7A_1587556854",2
15894,2020-04-22 16:16:04,2020-04-22 16:17:03,102.861875,1.28294047016999,100.55,104.55,4,66.2124408119395,10.6967674157042,20.0249843945008,133.775932065525,113.750947671024,1.21740032786885,0.0569921494750874,1.07813,1.351103,0.272973,31.9691803278689,0.0228250653133213,31.95,32.03,0.0800000000000018,"7A_1587556854",2
15895,2020-04-22 16:17:04,2020-04-22 16:18:03,110.565,0.0892188320927829,110.38,110.72,0.340000000000003,65.7855770416916,8.22293887970421,42.154477816716,102.747262737262,60.5927849205463,1.17811303278689,0.0626300324439661,1.066596,1.28318,0.216584,32.0116393442623,0.0228896139379739,31.99,32.05,0.0599999999999987,"7A_1587556854",2
15896,2020-04-22 16:18:04,2020-04-22 16:19:03,105.48875,1.75781635369948,102.68,108.33,5.64999999999999,64.7345003124028,6.11432568764285,38.379682124791,99.1060038544588,60.7263217296678,1.00476590163934,0.0219201644076141,0.97176,1.070441,0.098681,32.0896721311475,0.0129057110245494,32.07,32.11,0.0399999999999991,"7A_1587556854",2
15897,2020-04-22 16:19:04,2020-04-22 16:20:03,81.098125,0.303077960267649,80.45,81.4,0.950000000000003,65.1738811105038,8.03672187758492,27.7488738510232,97.257390464684,69.5085166136607,1.49047229508197,0.0479943512135697,1.353765,1.589573,0.235808,32.09,0.0126491106406733,32.07,32.11,0.0399999999999991,"7A_1587556854",2
15898,2020-04-22 16:20:04,2020-04-22 16:21:03,77.805,0.337243729865116,77.28,78.23,0.950000000000003,65.3687228949591,8.89327487797053,25.6709953059869,115.485929878925,89.8149345729382,1.25447573770492,0.0402301032337318,1.17691,1.337105,0.160195,32.0745901639344,0.0311755123182614,32,32.11,0.109999999999999,"7A_1587556854",2
15899,2020-04-22 16:21:04,2020-04-22 16:22:03,74.666875,0.185462260311902,74.43,74.95,0.519999999999996,64.7643816348292,2.5664149652247,55.2268050859363,83.8868285251028,28.6600234391665,1.15808532786885,0.0390028256039317,1.105142,1.243551,0.138409,32.1659016393443,0.034028274967557,32.09,32.23,0.139999999999993,"7A_1587556854",2
15900,2020-04-22 16:22:04,2020-04-22 16:23:03,79.495,0.512249938994627,79.02,80.58,1.56,65.1111658456907,7.47897825371747,29.7153159162073,95.603347221737,65.8880313055297,1.27884642622951,0.0198849869469901,1.232017,1.33326,0.101243,32.1534426229508,0.01887549080171,32.11,32.18,0.0700000000000003,"7A_1587556854",2
15901,2020-04-22 16:23:04,2020-04-22 16:24:03,87.62125,0.769630863899483,86.05,88.38,2.33,73.1825308064639,26.6676132333313,13.7477270848675,201.45967338403,187.711946299162,1.71026286885246,0.153804758150225,1.460135,2.002435,0.5423,32.1365573770492,0.0119562042334555,32.11,32.15,0.0399999999999991,"7A_1587556854",2
15902,2020-04-22 16:24:04,2020-04-22 16:25:03,87.64,0.698999284692053,86.82,88.8,1.98,64.8258920612586,9.61675930561717,32.9545141065682,122.069652248214,89.1151381416463,1.64152993442623,0.0880759845740916,1.393693,1.734589,0.340896,32.022131147541,0.0735553024170335,31.93,32.15,0.219999999999999,"7A_1587556854",2
15903,2020-04-22 16:25:04,2020-04-22 16:26:03,89.0575,1.15749442043292,86.95,90.5,3.55,64.6978907800543,7.19273195988649,38.5875627631495,102.259473888731,63.6719111255812,1.54064224590164,0.0552845303822735,1.429377,1.642117,0.21274,32.0883606557377,0.0156184002455285,32.05,32.11,0.0600000000000023,"7A_1587556854",2
15904,2020-04-22 16:26:04,2020-04-22 16:27:03,81.670625,1.39997842245277,80.45,84.22,3.77,64.3386040034522,9.67370585451357,27.0739727413618,109.881754627418,82.8077818860558,1.41500706557377,0.0983788970502768,1.290969,1.594699,0.30373,31.9332786885246,0.041582099974043,31.87,32,0.129999999999999,"7A_1587556854",2
15969,2020-04-22 17:31:04,2020-04-22 17:32:03,65.849375,0.658477726780995,65.4,67.4,2,64.2445621039189,6.60066781287057,37.5233260785874,102.264363294356,64.7410372157684,2.72776270491803,0.036158425730086,2.637507,2.820771,0.183264,33.8198360655738,0.0119012328883293,33.77,33.83,0.0599999999999952,"7A_1587556854",2
15970,2020-04-22 17:32:04,2020-04-22 17:33:03,77.911875,0.948993984877321,75.85,78.7,2.85000000000001,64.2960609714878,0.405579441198181,63.0713881248859,65.5209890035247,2.44960087863875,2.35622580327869,0.0228291844896102,2.322044,2.398937,0.0768930000000001,33.7591803278689,0.0124224369545898,33.73,33.77,0.0400000000000063,"7A_1587556854",2
15971,2020-04-22 17:33:04,2020-04-22 17:34:03,75.77875,0.0854692927313634,75.65,75.87,0.219999999999999,67.683640409438,13.9301710076661,32.2645316098034,143.565316145648,111.300784535845,2.39545013114754,0.0985653964160302,2.196451,2.58092,0.384469,33.7755737704918,0.0213326502622889,33.73,33.81,0.0800000000000054,"7A_1587556854",2
15972,2020-04-22 17:34:04,2020-04-22 17:35:03,77.263125,0.268643971332567,76.98,77.85,0.86999999999999,65.3146010937141,9.10098291270088,38.6781592116274,109.178752511649,70.500593300022,2.38794973770492,0.13331387099772,2.174664,2.568104,0.39344,33.9088524590164,0.0186277893352679,33.84,33.93,0.0899999999999963,"7A_1587556854",2
15973,2020-04-22 17:35:04,2020-04-22 17:36:03,91.014375,0.655468979688082,89.82,91.85,2.03,64.2850974607133,6.27960050289002,37.9473319220206,160.090599349243,122.143267427223,1.95911467213115,0.17823951153076,1.380678,2.058042,0.677364,33.5345901639344,0.0280222394115697,33.5,33.57,0.0700000000000003,"7A_1587556854",2
15974,2020-04-22 17:36:04,2020-04-22 17:37:03,77.561875,1.04976961758283,76.22,79.3,3.08,64.2055786285676,0.761859975883439,59.916608715781,67.720011813348,7.80340309756708,1.85580163934426,0.0222280220727747,1.812565,1.888177,0.075612,33.3719672131148,0.0325995742370516,33.33,33.41,0.0799999999999983,"7A_1587556854",2
15975,2020-04-22 17:37:04,2020-04-22 17:38:03,78.57375,0.712693248646755,77.9,79.97,2.06999999999999,64.6195139985432,4.62357083657362,48.9080770425499,101.931349446576,53.0232724040261,1.72669991803279,0.0391628402793154,1.645962,1.80872,0.162758,33.2555737704918,0.00904149511307764,33.25,33.27,0.0200000000000031,"7A_1587556854",2
15976,2020-04-22 17:38:04,2020-04-22 17:39:03,79.009375,0.694612301935404,77.72,79.93,2.21000000000001,64.2938038159268,0.429550183462046,63,65.8027355054484,2.80273550544841,1.65308359016393,0.0183156363501946,1.617767,1.690816,0.0730490000000001,33.1139344262295,0.00801637668039541,33.11,33.13,0.0200000000000031,"7A_1587556854",2
15977,2020-04-22 17:39:04,2020-04-22 17:40:03,76.573125,0.129651777208541,76.33,76.73,0.400000000000006,64.227069281221,0.48519307424636,59.7829407105405,67.1490878567982,7.36614714625768,1.45118503278689,0.0141601845326573,1.425533,1.476795,0.0512620000000001,33.1414754098361,0.0109294808619861,33.13,33.16,0.029999999999994,"7A_1587556854",2
15978,2020-04-22 17:40:04,2020-04-22 17:41:03,66.0575,0.682588211637637,65.15,67.27,2.11999999999999,64.2618555753075,0.362556222104491,63.5295206970744,65.00769185258,1.47817115550566,1.30029667213115,0.0117855659384991,1.283279,1.320445,0.037166,33.0965573770492,0.0119562042334555,33.07,33.11,0.0399999999999991,"7A_1587556854",2
15979,2020-04-22 17:41:04,2020-04-22 17:42:03,72.79625,1.27422067685834,70.83,74.73,3.90000000000001,64.2972586675515,1.71079653114186,57.7148161220323,72.4982758415674,14.7834597195351,1.70258131147541,0.131996515567463,1.461416,1.911245,0.449829,33.106393442623,0.0152788292401872,33.09,33.13,0.0399999999999991,"7A_1587556854",2
15980,2020-04-22 17:42:04,2020-04-22 17:43:03,82.11625,0.325758090203963,81.63,82.65,1.02000000000001,64.619474615979,3.20403510913753,45.6289381861993,101.911726508778,56.2827883225788,1.61085503278689,0.0654506447393676,1.501145,1.765147,0.264002,33.0808196721311,0.0191742085423114,33.05,33.11,0.0600000000000023,"7A_1587556854",2
15981,2020-04-22 17:43:04,2020-04-22 17:44:03,79.105,0.165609983595998,78.78,79.28,0.5,64.3651311723988,0.311169453795275,62.4659907469657,66.0378679243962,3.57187717743056,1.56831142622951,0.0331042068411549,1.507553,1.62802,0.120467,33.2785245901639,0.0214348676672514,33.23,33.31,0.0800000000000054,"7A_1587556854",2
15982,2020-04-22 17:44:04,2020-04-22 17:45:03,75.025625,0.148771357010237,74.85,75.2,0.350000000000009,64.5060121319067,0.386452458332608,63.5059052372297,65.3069674690228,1.80106223179307,1.30842731147541,0.00976890659275811,1.288406,1.324289,0.0358830000000001,33.0424590163934,0.0188552148140253,33,33.07,0.0700000000000003,"7A_1587556854",2
15983,2020-04-22 17:45:04,2020-04-22 17:46:03,78.488125,0.34033745508441,78.17,79.08,0.909999999999997,64.5160030182402,0.932799928031714,59.2790013411157,70.1569668671615,10.8779655260458,1.25006373770492,0.0117720472772038,1.235861,1.281998,0.0461369999999999,32.9929508196721,0.0138256117761065,32.97,33.03,0.0600000000000023,"7A_1587556854",2
15984,2020-04-22 17:46:04,2020-04-22 17:47:03,80.58875,0.275169644643686,80.03,80.85,0.819999999999993,64.4079112094198,0.355575591469567,63.5059052372297,65.3299318842443,1.82402664701459,1.19046054098361,0.0117374064889051,1.156405,1.207667,0.0512620000000001,32.9365573770492,0.0119562042334587,32.91,32.95,0.0400000000000063,"7A_1587556854",2
15985,2020-04-22 17:47:04,2020-04-22 17:48:03,78.798125,0.740281196573302,77.77,79.82,2.05,64.4431107895189,0.359721886994933,63.3245607959503,66.0378679243962,2.71330712844597,1.06081252459016,0.00689894111345251,1.047472,1.073103,0.025631,32.8332786885246,0.0119333302805502,32.81,32.87,0.0599999999999952,"7A_1587556854",2
15986,2020-04-22 17:48:04,2020-04-22 17:49:03,66.32875,1.2661641547077,65.22,68.85,3.63,64.5466052312928,0.402847284502026,63.0396700498979,65.9772688128267,2.93759876292879,0.962321442622951,0.00729297985171263,0.94751,0.975704,0.028194,32.7273770491803,0.0123695377634274,32.71,32.75,0.0399999999999991,"7A_1587556854",2
15987,2020-04-22 17:49:04,2020-04-22 17:50:03,73.564375,0.995857879753265,71.67,74.67,3,64.3686528135785,0.668352012662408,61.0409698481274,70.5265907300218,9.48562088189441,0.989996524590164,0.0187365388902776,0.956382,1.025586,0.0692040000000002,32.8255737704918,0.0268653798387393,32.77,32.87,0.0999999999999943,"7A_1587556854",2
15988,2020-04-22 17:50:04,2020-04-22 17:51:03,73.844375,0.137451506600206,73.63,74.03,0.400000000000006,65.0016716383616,7.58335225856008,34.3802268753422,128.506809158114,94.1265822827721,1.01917827868852,0.0274036229941293,0.976887,1.092227,0.11534,32.705737704918,0.0358914574977322,32.65,32.75,0.100000000000001,"7A_1587556854",2
15989,2020-04-22 17:51:04,2020-04-22 17:52:03,73.446875,0.159904919665824,73.25,73.73,0.480000000000004,64.8671596373991,6.89610697500477,34.2490875790874,107.912001186152,73.6629136070643,1.06323454098361,0.0272827139813068,1.023023,1.110169,0.087146,32.6608196721311,0.0126879315318686,32.63,32.68,0.0499999999999972,"7A_1587556854",2
15990,2020-04-22 17:52:04,2020-04-22 17:53:03,89.3425,0.812276635964208,88.23,90.78,2.55,64.7756502721296,4.91286118408134,43.6577599058861,127.09838708654,83.440627180654,0.973441295081967,0.00776562823890049,0.947411,0.983295,0.035884,32.6349180327869,0.0139789068265565,32.61,32.65,0.0399999999999991,"7A_1587556854",2
15991,2020-04-22 17:53:04,2020-04-22 17:54:03,78.9925,0.22702422778197,78.55,79.25,0.700000000000003,64.8044578158937,4.4527287741742,36.5513337649941,125.733845880892,89.1825121158982,0.901253540983607,0.0180658380740868,0.879488,0.933314,0.0538259999999999,32.6465573770492,0.0216706595732283,32.61,32.68,0.0700000000000003,"7A_1587556854",2
15992,2020-04-22 17:54:04,2020-04-22 17:55:03,75.555,0.403038459703289,74.72,76.22,1.5,64.4585132183985,2.26712714546472,47.8121323515277,82.103593100424,34.2914607488964,0.920266770491803,0.00973629321044624,0.906401,0.937158,0.030757,32.515737704918,0.0151061815595965,32.5,32.53,0.0300000000000011,"7A_1587556854",2
15993,2020-04-22 17:55:04,2020-04-22 17:56:03,73.97375,0.403515798947203,73.35,74.77,1.42,64.3027783802403,0.411919115746002,62.6178888178131,65.8710862214978,3.25319740368474,0.832616393442623,0.00706016204554043,0.816691,0.844886,0.0281950000000001,32.4814754098361,0.0150372942572538,32.45,32.5,0.0499999999999972,"7A_1587556854",2
15994,2020-04-22 17:56:04,2020-04-22 17:57:03,80.2475,0.489046691704039,79.67,81.1,1.42999999999999,65.547866708892,10.8188222102644,26.8514431641951,131.700417615131,104.848974450936,0.858646770491803,0.0203656408970218,0.823099,0.902556,0.079457,32.506393442623,0.0217587367039275,32.47,32.53,0.0600000000000023,"7A_1587556854",2
15995,2020-04-22 17:57:04,2020-04-22 17:58:03,77.535625,0.748812114841455,76.2,78.43,2.23,65.0858053152762,4.60345256487888,49.3558507170123,105.465634213236,56.1097834962233,0.899404754098361,0.00940750053708164,0.874362,0.911527,0.037165,32.7280327868852,0.050293129820124,32.63,32.79,0.159999999999997,"7A_1587556854",2
15996,2020-04-22 17:58:04,2020-04-22 17:59:03,77.1475,0.708439599871907,76,78.18,2.18000000000001,64.9534284614304,4.42155587762733,33.3016516106934,91.6296895116425,58.328037900949,0.835767754098361,0.023097899454031,0.752613,0.865391,0.112778,32.6559016393443,0.0102269332614625,32.63,32.68,0.0499999999999972,"7A_1587556854",2
15997,2020-04-22 17:59:04,2020-04-22 18:00:03,80.87,0.597985507070753,80.18,81.87,1.69,64.4140579513663,0.350046105564517,63.3166644731069,65.4904573201318,2.17379284702485,0.766395295081967,0.00515627145116915,0.75774,0.775681,0.017941,32.5411475409836,0.0159267448709948,32.5,32.57,0.0700000000000003,"7A_1587556854",2
15998,2020-04-22 18:00:04,2020-04-22 18:01:03,80.350625,0.271132655109388,80.03,80.92,0.890000000000001,64.3574938627615,0.205878007560734,63.8200595424354,65.2226954364813,1.40263589404591,0.718347245901639,0.00545182249850373,0.705195,0.728264,0.023069,32.425737704918,0.0182992728811342,32.39,32.45,0.0600000000000023,"7A_1587556854",2
15999,2020-04-22 18:01:04,2020-04-22 18:02:03,76.615,0.196706210713677,76.17,76.8,0.629999999999995,64.4258246948659,0.349425295616709,63.2929695937866,65.4904573201318,2.19748772634513,0.669353770491803,0.00306824591253396,0.660341,0.674438,0.014097,32.3018032786885,0.0123164113714612,32.29,32.33,0.0399999999999991,"7A_1587556854",2
